용어,설명
"합성 전장 [Synthetic Theater Of War, 合成戰場]","훈련 대상 부대가 실병력 · 장비 기동 훈련, 워게임 모델에 의한 시뮬레이션, 시뮬레이터를 통합한 훈련 및 연습 등을 실시하기 위해 인공적으로 구성한 전장."
"합성 환경 데이터 표현 및 교환 명세 [Synthetic Environment Data Representation And Interface Specification, 合成環境data表現-交換明細]",합성 환경 데이터 표현 및 교환 기술의 국제 표준 명세.
"항공기 구간 속도 [Aircraft Block Speed, 航空機區間速度]",출발 지점에서 목표 지점까지의 비행 속도. 양 지점 간의 운항 거리를 총운항 시간으로 나눈 속도를 말한다.
"항공기 선회 반경 [Aircraft Turn Radius, 航空機旋回半徑]",항공기가 360° 회전할 경우 생기는 원의 반지름. 항공기의 좌우 경사각과 진대기 속도에 의해서 결정된다.
"항공도 [Aeronautical Chart, 航空圖]","항공기가 비행하는 데 필요한 사항을 표시한 주제도. 합동 작전 지도, 선도도, 작전 항법도, 제트 항법도 등이 있다."
"항공로 [Air Path, Air Route, 航空路]",공중에서 항공기가 비행할 수 있도록 지정된 통로.
"항공 수송 이동 관리 [Air Transport Movement Control, 航空輸送移動管理]","항공기를 이용한 수송과 이동을 관리하는 체계. 군이 사용할 수 있는 항공 수송에는 군 항공기에 의한 수송 및 민간 항공기에 의한 수송이 있다. 전시에 군수 사령부는 해외 도입 공수 화물을 인수하기 위하여 항공 단말 보급대를 설치 · 운영하며, 1군..."
"항성시 [Sidereal Time, 恒星時]","춘분점을 기준으로 정한 시법(時法). 어떤 지점에서 춘분점이 자오선을 통과하였을 때를 0시로 하고, 이곳에서 서쪽으로 15도씩 어긋날 때마다 1시간씩을 더하여, 다음에 자오선을 통과할 때까지의 시간을 24시간으로 정한다."
"해군 범세계 지휘 통제 체계 [Combined Enterprise Regional Information Exchange System Maritime, 海軍汎世界指揮統制體系]",작전 정보 및 전술적 수준의 각종 정보를 수집 · 처리 · 전시하여 해상 · 육상 지휘관에게 정보를 적기에 제공함으로써 지휘 결심을 보좌하는 해군 통합 지휘 통제 체계.
"해군 항공 통제 체계 [Naval Air Control System, 海軍航空統制體系]","해군의 전술 지원 체계로서 해군 전술 항공 작전에 대한 제반 업무를 협조 · 조정 · 평가 · 처리하며, 공군과 계속적인 정보 교환이 가능하도록 편성된 조직. 해군 항공 통제 체계는 해군의 해상 작전 전반을 지휘 · 통제하는 해군 작전 사령부(구성군 사령..."
"해변 예비품 [Beach Reserves, 海邊豫備品]",상륙 작전 시 해안 교두보 지역의 보급품 임시 저장소에 집적하는 모든 종류의 보급품.
"해빈 [Beach, 海濱]",해파(sea wave)와 연안류(longshore current)가 해안선을 따라 모래나 자갈을 쌓아 올려서 만들어 놓은 퇴적 지대. 해안의 전빈과 후빈을 합하여 해빈이라고 한다.
"해상도 [Resolution, Resolving Power, 解像度]",(1) 육안으로 식별할 수 있는 두 점 간의 최소 거리. (2) 감광 재료의 감광막 위에서 서로 접근한 두 선을 구별할 수 있는 최소 거리. 1mm에 대하여 몇 줄의 평행선을 구별할 수 있는가로 나타낸다.
"해석 도화기 [Analytical Plotter, 解析圖化機]",입체 사진을 컴퓨터에 의해 수치적으로 재현하여 3차원 관측 및 지형도 작성 등을 할 수 있는 장비.
"공중 급유 작전 [Air Refueling Operations, 空中給油作戰]","비행중인 항공기에 연료를 공급하여 항공기의 체공 시간을 연장함으로써 공군력의 제한성을 보완하는 작전. 공군력의 융통성을 극대화하고, 신속 대응 능력을 향상시키며, 작전 지속 시간 연장과 작전 영역 확대 및 무장 탑재 능력을 향상시킨다."
"공중 발사 레이저 [Airborne Laser, 空中發射laser]",미 공군 주관 하에 개발중인 전술 탄도 미사일의 추진 단계 요격 수단으로 레이저를 항공기에 탑재하여 공격하는 레이저 무기의 일종.
"공중 발사 순항 유도탄 [Air Launched Cruise Missiles, 空中發射巡航誘導彈]",공중 운반체로부터 발사되는 순항 미사일.
"공중 발사 탄도 유도탄 [Air Launched Ballistic Missile, 空中發射彈道誘導彈]","공중에서 발사되는 탄도유도탄. 항공기는 비행중에도 지상으로부터 상황의 변화에 따른 지휘를 받을 수 있고, 스스로 표적을 확인해서 공격하므로 비교적 공격의 정확성이 높을 뿐만 아니라 1회의 출격으로도 광범한 지역에 분산되어 있는 여러 개의..."
"공중 전투 기동 훈련장 [Air Combat Maneuvering Range, 空中戰鬪機動訓練場]",전투기들의 공중전을 대비하여 실시하는 공중 전투 기동의 훈련장.
"공중 조기 경보 [Airborne Early Warning, 空中早期警報]","조기 경보 및 정찰을 위하여 개발된 항공기와 항공기에 탑재된 감시 정찰 센서를 이용하여 공중 · 해상 및 지상의 위협 요소를 탐지하고, 획득된 정보를 우군 관제 기구에 경보를 전파하는 행위. 기존의 지상 레이더가 수평선 너머나 산, 섬 등을 타고 날..."
"공중 타격 [Air Strike, 空中打擊]","(1) 공격 임무를 부여 받은 전투기, 폭격기. (2) 공격기에 의한 특정 지상 목표에 대한 공격."
"공통 기술 구도 [Common Technical Framework, 共通技術構圖]",미 국방부 산하 DMSO(Defense Modeling & Simulation Office)에서 제시한 시뮬레이션의 기술 표준. 모든 시뮬레이션 간의 상호 운용성을 용이하게 하고 C4I 시스템까지 포함한 거시적인 상호 운용성을 제공하며 시뮬레이션 소프트웨어 구성품...
"공통 보급 지원 [Common Supply Support, 共通補給支援]","각 군이 군 임무 수행을 위하여 공통적으로 필요한 국방 공통 물자나 장비를 지원군 책임 하에 자군 및 타군의 사용 부대에 공급(보급 5대 활동인 청구, 수령, 저장, 분배, 처리)해 주는 것."
"공항 [Airport, 空港]","항공 수송을 위하여 사용하는 공공용 비행장. 주로 민간 항공기 같은 정기 항공기의 이착륙에 사용한다. 일반 여객과 화물의 수송을 주목적으로 하며, 활주로 · 유도로 · 관제탑 · 격납고 · 급유 정비 시설 · 수하물 처리 시설과 여객 편의 시설 등을 갖추..."
"과급기 [Supercharger, 過給機]",엔진의 출력을 높이기 위해 흡입 공기에 압력을 주어 흡입시키는 일종의 공기 펌프. 고고도처럼 공기 밀도가 희박한 곳에서 연소에 필요한 공기를 공급하기 위해서도 사용한다.
"관용 지표 좌표 체계 [Conventional Terrestrial System, 慣用地表座標體系]","기존의 NNSS 도플러 기준계(NSWC 9Z2; a = 6,378.145m, f = 1/298.25)의 원점 · 축척 · 회전량 등을 수정하고, 기준 자오선을 국제 시보국(BIH)에서 정의한 본초 자오선과 일치시킨 WGS84 좌표 체계. NSWC 9Z2의 원점을 4.5m 낮게 하였으며..."
"관측 기구 [Observation Balloon, 觀測氣球]","군에서, 포탄의 탄착을 관찰 또는 측정하는 데 쓰는 기구."
"관측 기기 [Observation Tools, 觀測機器]","천체나 기상 따위를 관측하는 데 쓰는 기구. 망원경, 쌍안경 따위가 있다."
"광대역 주파수 [Ultra Wideband, 廣帶域周波數]",디지털 부호 정보를 나노 초 이하의 매우 짧은 폭을 가지는 임펄스 신호로 변환해서 무선으로 전송하는 기술. 넓은 주파수 대역을 사용함으로써 전력 밀도 값을 아주 작은 값으로 할 수 있어 다른 통신 신호가 존재하는 주파수에 중첩되어 사용하더라도...
"광학 유도 유도탄 [Optical Guidance Missile, 光學誘導誘導彈]",폭탄 또는 미사일의 탄두에 TV 카메라나 적외선 센서 혹은 레이저 유도 장치가 부착되어 목표 지점으로 유도되는 무기.
"교육 물자 [Training Material, 敎育物資]","(1) 군사 교육을 계획 및 실시하는 데 기여하고 훈련 성과를 증진시킬 목적으로 제작했거나 필요한 모든 품목. 교육 보조 재료, 교육용 탄약, 교육 장비, 사격 기재, 훈련 자재, 교육용 유류 등이 포함된다. (2) 교육 훈련에 공통적으로 사용되는 품목. 일반..."
"구급 [Relief, 救急]",위급할 때 우선 목숨을 구하기 위한 처치를 함.
"구난 장갑차 [Armored Recovery Vehicle, 救難裝甲車]","장갑차 차체에 구난에 필요한 각종 장비를 설치하여, 기능이 상실되어 임무 수행이 불가능한 장갑차를 수집소나 정비 시설로 구난(견인, 인양)하거나 각종 정비 작업을 지원하는 장갑차."
"구면각 [Spherical Angle, 球面角]",구면 삼각형의 내각. 두 개의 대원이 만나는 점에서의 접선과 이루는 각.
"구서 훈련 [Kuso Training, 驅鼠訓練]",해상 긴급 사태 및 간첩선 침투에 대비하여 공 · 지 · 해 합동 작전 능력 향상을 위한 훈련.
"국가 기준점 [Control Point, National Control Points, 國家基準點]","국토지리정보원의 측량에 의해서 설치한 위치와 표고 등이 표시된 점. 좁게는 삼각점 · 수준점 · 다각점 등을 총칭하며, 넓게는 중력점과 지자기점 등을 포함한다. 삼각점은 삼각 측량에 의하여 엄밀하게 위치를 결정한 점으로, 화강암으로 표석을 만들..."
"국가 전략 [National Strategy, 國家戰略]","국가 목표의 달성, 특히 국가의 안전 보장을 위하여 전시 · 평시를 통하여 국가의 모든 저력을 종합적으로 발전시키고 그것들을 효과적으로 운용하기 위한 방책."
국방 획득 개발 계획서 [國防獲得開發計劃書],"중 · 장기 합동 군사 전략 목표 기획서에서 제기된 전력 소요에 대하여 획득 정책을 수립하고 무기 체계 및 주요 장비의 획득 계획, 연구 개발 계획 및 방위 산업에 대한 정책과 발전 방향 등을 제시하는 문서. 국방 중기 계획 작성에 기초 자료를 제공한다."
국외 교육 [國外敎育],"국외 업체의 비용으로 소요군, 국방과학연구소, 국내 업체 등의 요원이 국외에서 교육을 받는 것."
"국제 단위계 [International System Of Units, System Of International Unit, 國際單位系]","각 국가별로 상이하게 적용하는 단위를 미터법을 기준으로 국제적으로 통일시킨 체계. 일반적으로 CGS단위 중의 미터법으로 불리며, 과학기술계에서 MKSA단위라고 하는 관측 단위 체계의 형태이다. 미터법 단위계는 1875년 파리에서 체결된 미터..."
국제 측정 표준 [國際測定標準],관련된 다른 표준들에 값을 부여하기 위한 기준으로서 국제적으로 공인된 측정 표준.
"국제 호출 부호 [International Call Sign, 國際呼出符號]",무선 통신소를 식별할 수 있도록 국제 전신 연합(International Telecommunications Union)의 규정에 따라 지정된 호출 부호. 해당 통신소의 국적은 첫 글자 또는 최종의 2개 문자로 식별한다. 시각 신호로 사용될 때에는 국제 호출 부호는 `신호 문...
"군비 경쟁 [Arms Race, 軍備競爭]",둘 혹은 그 이상의 적대국 중 일방이 그들의 국가 안보 내지 우위를 보장할 수 있는 방법이 군사력이라는 확신 하에 군대를 증강하거나 무기의 파괴력을 향상시키고 무기의 양을 경쟁적으로 증가시키는 일련의 행위.
"군사 [Military Affairs, 軍事]","전쟁의 준비와 수행 및 이와 관련된 사회 활동을 지칭하는 말. 병력의 조직, 훈련 및 작전, 무기 및 장비의 연구와 제작 · 생산과 사용, 전략 · 전술의 연구와 운용, 전쟁 물자의 비축과 보급, 국방 설비의 계획과 건설, 예비군 및 민방위의 조직과 동원 등의..."
가이드 로프 [Guide Rope],기구나 비행선을 유도하는 끈이나 줄.
"가청도 [Audibility, 可聽度]","사람 귀의 가청 한계는 20Hz(낮은 천둥 소리)와 20,000Hz(날카로운 호각 소리) 사이이다. 나이가 들면 상한이 급격히 낮아진다."
"가청 주파수 보호비 [Audio Frequency Protection Ratio, 可聽周波數保護比]","가청 주파수에 대한 보호비. 희망 파의 성질이나 특성, 무선 주파수 장애 또는 잡음과 혼신파의 특성, 수신기 및 안테나의 특성을 비롯하여 전파(電波)의 전파(傳播) 조건 등의 특정 조건을 규정하고, 정해진 지점에서 특정 수신 품질을 얻는 데 필요한..."
"간극 게이지 [Clearance Gage, Feeler Gauge, 間隙gauge]","틈새를 측정하는 게이지. 두께가 각각 다른 막대 모양의 얇은 철판을 여러 장 포개어 철(綴)한 것으로, 임의의 두께의 철판을 끄집어내어 측정하고자 하는 틈에 삽입하여 그 간극을 측정한다."
